chrom,systematic name,common name,Simple Type,Half-Life           (in minutes),Description
chr4,YDR518W,EUG1,CDS,33,"Protein disulfide isomerase of the endoplasmic reticulum lumen, function overlaps with that of Pdi1p  may interact with nascent polypeptides in the ER"
chr7,YGR024C,THG1,CDS,33,"tRNAHis guanylyltransferase, adds a guanosine residue to the 5' end of tRNAHis after transcription and RNase P cleavage  couples nuclear division and migration to cell budding and cytokinesis  essential enzyme conserved among eukaryotes"
chr5,YEL058W,PCM1,CDS,33,"Essential N-acetylglucosamine-phosphate mutase  converts GlcNAc-6-P to GlcNAc-1-P, which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors"
chr12,YLR096W,KIN2,CDS,33,Serine/threonine protein kinase involved in regulation of exocytosis  localizes to the cytoplasmic face of the plasma membrane  closely related to Kin1p
chr7,YGR244C,LSC2,CDS,33,"Beta subunit of succinyl-CoA ligase, which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate"
chr13,YMR250W,GAD1,CDS,33,"Glutamate decarboxylase, converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism  involved in response to oxidative stress"
chr16,YPL047W,SGF11,CDS,33,"Integral subunit of SAGA histone acetyltransferase complex, regulates transcription of a subset of SAGA-regulated genes, required for the Ubp8p association with SAGA and for H2B deubiquitylation"
chr11,YKL058W,TOA2,CDS,33,"TFIIA small subunit  involved in transcriptional activation, acts as antirepressor or as coactivator  homologous to smallest subunit of human and Drosophila TFIIA"
chr4,YDR242W,AMD2,CDS,33,Putative amidase
chr11,YKL033W-A,YKL033W-A,CDS,33,Putative protein of unknown function  similar to uncharacterized proteins from other fungi
chr16,YPR008W,HAA1,CDS,33,"Transcriptional activator involved in the transcription of TPO2, YRO2, and other genes putatively encoding membrane stress proteins  involved in adaptation to weak acid stress"
chr15,YOR151C,RPB2,CDS,33,"RNA polymerase II second largest subunit B150, part of central core  similar to bacterial beta subunit"
chr10,YJL143W,TIM17,CDS,33,Essential constituent of the mitochondrial inner membrane presequence translocase  interacts with Pam18p to recruit the presequence translocase-associated motor (PAM complex) and also required for protein sorting during import
chr4,YDR520C,YDR520C,CDS,33,Putative transcription factor containing a (Zn(II)2Cys6 motif  GFP-fusion protein localizes to the cytoplasm and nucleus  null mutant is viable and sensitive to caffeine  similar to S. kluyveri Urc2p involved in uracil catabolism
chr16,YPL010W,RET3,CDS,33,"Zeta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles  involved in retrograde transport between Golgi and ER"
chr13,YMR077C,VPS20,CDS,33,"Myristoylated subunit of ESCRTIII, the endosomal sorting complex required for transport of transmembrane proteins into the multivesicular body pathway to the lysosomal/vacuolar lumen  cytoplasmic protein recruited to endosomal membranes"
chr2,YBR082C,YBR082C,CDS,33,"Ubiquitin-conjugating enzyme (E2), mediates degradation of short-lived and abnormal proteins  interacts with E3-CaM in ubiquitinating calmodulin  interacts with many SCF ubiquitin protein ligases  component of the cellular stress response"
chr14,YNL005C,MRP7,CDS,33,Mitochondrial ribosomal protein of the large subunit
chr3,YCR024C,YCR024C,CDS,33,Mitochondrial asparaginyl-tRNA synthetase
chr10,YJL037W,YJL037W,CDS,33,"Putative protein of unknown function  expression induced in respiratory-deficient cells and in carbon-limited chemostat cultures  similar to adjacent ORF, YJL038C  null mutant displays increased levels of spontaneous Rad52p foci"
chr11,YKR088C,YKR088C,CDS,33,Integral membrane protein localized to late Golgi vesicles along with the v-SNARE Tlg2p  required for asymmetric localization of Kar9p during mitosis  GFP-fusion protein localizes to the cytoplasm in a punctate pattern
chr16,YPL091W,GLR1,CDS,33,"Cytosolic and mitochondrial glutathione oxidoreductase, converts oxidized glutathione to reduced glutathione"
chr14,YNL229C,URE2,CDS,33,Nitrogen catabolite repression transcriptional regulator that acts by inhibition of GLN3 transcription in good nitrogen source  has glutathione peroxidase activity and can mutate to acquire GST activity  altered form creates [URE3] prion
chr4,YDR301W,CFT1,CDS,33,"RNA-binding subunit of the mRNA cleavage and polyadenylation factor  involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF"
chr4,YDR531W,YDR531W,CDS,33,"Pantothenate kinase (ATP:D-pantothenate 4'-phosphotransferase, EC 2.7.1.33)  catalyzes the first committed step in the universal biosynthetic pathway leading to coenzyme A1"
chr13,YMR040W,YMR040W,CDS,33,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments  homolog of human BAP31 protein"
chr10,YJR075W,HOC1,CDS,33,"Alpha-1,6-mannosyltransferase involved in cell wall mannan biosynthesis  subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p  identified as a suppressor of a cell lysis sensitive pkc1-371 allele"
chr4,YDR524C-B,YDR524C-B,CDS,33,Putative protein of unknown function
chr4,YDR143C,SAN1,CDS,33,"Ubiquitin-protein ligase, involved in the proteasome-dependent degradation of aberrant nuclear proteins"
chr16,YPL183W-A,YPL183W-A,CDS,33,"Homolog of the prokaryotic ribosomal protein L36, likely to be a mitochondrial ribosomal protein coded in the nuclear genome  null mutation suppresses cdc13-1 temperature sensitivity"
chr6,YFL008W,SMC1,CDS,33,"Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair  SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure"
chr4,YDR404C,RPB7,CDS,33,RNA polymerase II subunit B16  forms two subunit dissociable complex with Rpb4p
chr12,YLR110C,CCW12,CDS,33,"Cell wall mannoprotein, mutants are defective in mating and agglutination, expression is downregulated by alpha-factor"
chr10,YJL104W,PAM16,CDS,33,"Constituent of the mitochondrial import motor associated with the presequence translocase, along with Ssc1p, Tim44p, Mge1p, and Pam18p  forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity  contains J-like domain"
chr7,YGR257C,MTM1,CDS,33,"Mitochondrial protein of the mitochondrial carrier family, involved in activating mitochondrial Sod2p probably by facilitating insertion of an essential manganese cofactor"
chr9,YIL152W,YIL152W,CDS,33,Putative protein of unknown function
chr11,YKL116C,PRR1,CDS,33,"Serine/threonine protein kinase that inhibits pheromone induced signalling downstream of MAPK, possibly at the level of the Ste12p transcription factor"
chr14,YNL172W,APC1,CDS,33,"Largest subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
chr6,YFL029C,CAK1,CDS,33,"Cyclin-dependent kinase-activating kinase required for passage through the cell cycle, phosphorylates and activates Cdc28p  nucleotide-binding pocket differs significantly from those of most other protein kinases"
chr12,YLR208W,SEC13,CDS,34,"Component of both the Nup84 nuclear pore sub-complex and of the COPII complex (Sar1p, Sec13p, Sec16p, Sec23p, Sec24p, Sec31p, Sfb2p, and Sfb3p) which is important for the formation of ER to Golgi transport vesicles"
chr14,YNL288W,CAF40,CDS,34,"Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation, elongation and degradation  binds Cdc39p"
chr7,YGL157W,YGL157W,CDS,34,"Oxidoreductase, catalyzes NADPH-dependent reduction of the bicyclic diketone bicyclo[2.2.2]octane-2,6-dione (BCO2,6D) to the chiral ketoalcohol (1R,4S,6S)-6-hydroxybicyclo[2.2.2]octane-2-one (BCO2one6ol)"
chr2,YBR081C,SPT7,CDS,34,"Subunit of the SAGA transcriptional regulatory complex, involved in proper assembly of the complex  also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex"
chr13,YMR184W,YMR184W,CDS,34,Protein of unknown function involved in ER-associated protein degradation  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS  YMR184W is not an essential gene
chr11,YKL047W,YKL047W,CDS,34,"Putative protein of unknown function, predicted to be palmitoylated  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
chr8,YHR151C,YHR151C,CDS,34,Protein of unknown function  mtc6 is synthetically sick with cdc13-1
chr12,YLR455W,YLR455W,CDS,34,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the nucleus  deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
chr7,YGL134W,PCL10,CDS,34,"Pho85p cyclin  recruits, activates, and targets Pho85p cyclin-dependent protein kinase to its substrate"
chr13,YMR265C,YMR265C,CDS,34,Putative protein of unknown function
chr3,YCR095C,YCR095C,CDS,34,"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts"
chr7,YGR172C,YIP1,CDS,34,"Integral membrane protein required for the biogenesis of ER-derived COPII transport vesicles  interacts with Yif1p and Yos1p  localizes to the Golgi, the ER, and COPII vesicles"
chr16,YPL074W,YTA6,CDS,34,"Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family, localized to the cortex of mother cells but not to daughter cells"
chr8,YHR114W,BZZ1,CDS,34,"SH3 domain protein implicated in the regulation of actin polymerization, able to recruit actin polymerization machinery through its SH3 domains, colocalizes with cortical actin patches and Las17p, interacts with type I myosins"
chr4,YDR458C,YDR458C,CDS,34,"Inner nuclear membrane (INM) protein  contains helix-extension-helix (HEH) motif, nuclear localization signal sequence  targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle"
chr4,YDR223W,YDR223W,CDS,34,"Transcriptional corepressor involved in the regulation of ribosomal protein gene transcription via the TOR signaling pathway and protein kinase A, phosphorylated by activated Yak1p which promotes accumulation of Crf1p in the nucleus"
chr14,YNL212W,VID27,CDS,34,"Cytoplasmic protein of unknown function  possibly involved in vacuolar protein degradation  not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase)  null mutants exhibit normal growth"
chr5,YER122C,GLO3,CDS,34,"ADP-ribosylation factor GTPase activating protein (ARF GAP), involved in ER-Golgi transport  shares functional similarity with Gcs1p"
chr15,YOL158C,ENB1,CDS,34,"Endosomal ferric enterobactin transporter, expressed under conditions of iron deprivation  member of the major facilitator superfamily  expression is regulated by Rcs1p and affected by chloroquine treatment"
chr13,YML109W,ZDS2,CDS,34,"Protein that interacts with silencing proteins at the telomere, involved in transcriptional silencing  implicated in the mitotic exit network through regulation of Cdc14p localization  paralog of Zds1p"
chr13,YMR115W,YMR115W,CDS,34,"Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins  forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis  required for growth of cells lacking mtDNA"
chr2,YBR057C,MUM2,CDS,34,"Cytoplasmic protein essential for meiotic DNA replication and sporulation  interacts with Orc2p, which is a component of the origin recognition complex"
chr11,YKL032C,IXR1,CDS,34,"Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA  mediates aerobic transcriptional repression of COX5b"
chr13,YMR157C,YMR157C,CDS,34,"Protein of unknown function  the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies"
chr2,YBR282W,MRPL27,CDS,34,Mitochondrial ribosomal protein of the large subunit
chr11,YKR018C,YKR018C,CDS,34,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
chr14,YNL078W,NIS1,CDS,34,Protein localized in the bud neck at G2/M phase  physically interacts with septins  possibly involved in a mitotic signaling network
chr7,YGR048W,UFD1,CDS,34,"Protein that interacts with Cdc48p and Npl4p, involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation  involved in transporting proteins from the ER to the cytosol"
chr10,YJL099W,CHS6,CDS,34,"Member of the ChAPs family of proteins (Chs5p-Arf1p-binding proteins: Bch1p, Bch2p, Bud7p, Chs6p), that forms the exomer complex with Chs5p to mediate export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane"
chr8,YHR086W,NAM8,CDS,34,"RNA binding protein, component of the U1 snRNP protein  mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of MER2 pre-mRNA"
chr13,YMR034C,YMR034C,CDS,34,"Putative transporter, member of the SLC10 carrier family  identified in a transposon mutagenesis screen as a gene involved in azole resistance  YMR034C is not an essential gene"
chr2,YBR063C,YBR063C,CDS,34,Putative protein of unknown function  YBR063C is not an essential gene
chr9,YIL123W,SIM1,CDS,34,"Protein of the SUN family (Sim1p, Uth1p, Nca3p, Sun4p) that may participate in DNA replication, promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated"
chr7,YGL200C,EMP24,CDS,34,"Integral membrane component of endoplasmic reticulum-derived COPII-coated vesicles, which function in ER to Golgi transport"
chr8,YHR071W,PCL5,CDS,34,"Cyclin, interacts with and phosphorylated by Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity"
chr10,YJL029C,VPS53,CDS,34,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi  required for vacuolar protein sorting"
chr9,YIR018W,YAP5,CDS,34,Basic leucine zipper (bZIP) transcription factor
chr14,YNL161W,CBK1,CDS,34,"Serine/threonine protein kinase that regulates cell morphogenesis pathways  involved in cell wall biosynthesis, apical growth, proper mating projection morphology, bipolar bud site selection in diploid cells, and cell separation"
chr15,YOL104C,NDJ1,CDS,34,"Meiosis-specific telomere protein, required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement"
chr4,YDR311W,TFB1,CDS,34,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators"
chr4,YDR481C,PHO8,CDS,34,"Repressible alkaline phosphatase, a glycoprotein localized to the vacuole  regulated by levels of inorganic phosphate and by a system consisting of Pho4p, Pho9p, Pho80p, Pho81p and Pho85p  dephosphorylates phosphotyrosyl peptides"
chr7,YGL194C,HOS2,CDS,34,"Histone deacetylase required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails  subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity"
chr13,YMR013C,SEC59,CDS,34,"Dolichol kinase, catalyzes the terminal step in dolichyl monophosphate (Dol-P) biosynthesis  required for viability and for normal rates of lipid intermediate synthesis and protein N-glycosylation"
chr16,YPR065W,ROX1,CDS,34,Heme-dependent repressor of hypoxic genes  contains an HMG domain that is responsible for DNA bending activity
chr14,YNR055C,HOL1,CDS,34,Putative transporter in the major facilitator superfamily (DHA1 family) of multidrug resistance transporters  mutations in membrane-spanning domains permit cation and histidinol uptake
chr2,YBR129C,OPY1,CDS,34,"Protein of unknown function, overproduction blocks cell cycle arrest in the presence of mating pheromone  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr4,YDR228C,PCF11,CDS,34,"mRNA 3' end processing factor, essential component of cleavage and polyadenylation factor IA (CF IA), involved in pre-mRNA 3' end processing and in transcription termination  binds C-terminal domain of largest subunit of RNA pol II (Rpo21p)"
chr15,YOR193W,PEX27,CDS,34,"Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p"
chr10,YJL115W,ASF1,CDS,34,"Nucleosome assembly factor, involved in chromatin assembly and disassembly, anti-silencing protein that causes derepression of silent loci when overexpressed  plays a role in regulating Ty1 transposition"
chr4,YDL133W,YDL133W,CDS,34,Putative protein of unknown function
chr5,YER179W,YER179W,CDS,34,Meiosis-specific protein required for repair of double-strand breaks and pairing between homologous chromosomes  homolog of Rad51p and the bacterial RecA protein
chr16,YPL034W,YPL034W,CDS,34,Putative protein of unknown function  YPL034W is not essential gene
chr10,YJL128C,PBS2,CDS,34,"MAP kinase kinase that plays a pivotal role in the osmosensing signal-transduction pathway, activated under severe osmotic stress  plays a role in regulating Ty1 transposition"
chr2,YBL088C,TEL1,CDS,34,Protein kinase primarily involved in telomere length regulation  contributes to cell cycle checkpoint control in response to DNA damage  functionally redundant with Mec1p  homolog of human ataxia telangiectasia (ATM) gene
chr13,YMR218C,TRS130,CDS,34,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion  involved in ER to Golgi membrane traffic  mutation activates transcription of OCH1
chr16,YPR186C,PZF1,CDS,34,"Transcription factor IIIA (TFIIIA), essential protein with nine C2H2 Zn-fingers, binds the 5S rRNA gene through the zinc finger domain and directs assembly of a multiprotein initiation complex for RNA polymerase III  also binds DNA"
chr16,YPR057W,BRR1,CDS,34,"snRNP protein component of spliceosomal snRNPs, required for pre-mRNA splicing and snRNP biogenesis  in null mutant newly-synthesized snRNAs are destabilized and 3'-end processing is slowed"
chr16,YPL096W,PNG1,CDS,34,"Conserved peptide N-glycanase required for deglycosylation of misfolded glycoproteins during proteasome-dependent degradation, localizes to the cytoplasm and nucleus, interacts with the DNA repair protein Rad23p"
chr11,YKR087C,OMA1,CDS,34,"Metalloendopeptidase of the mitochondrial inner membrane, involved in turnover of membrane-embedded proteins  member of a family of predicted membrane-bound metallopeptidases in prokaryotes and higher eukaryotes"
chr16,YPL147W,PXA1,CDS,34,"Subunit of a heterodimeric peroxisomal ATP-binding cassette transporter complex (Pxa1p-Pxa2p), required for import of long-chain fatty acids into peroxisomes  similarity to human adrenoleukodystrophy transporter and ALD-related proteins"
chr7,YGL194C-A,YGL194C-A,CDS,34,"Putative protein of unknown function, identified based on comparisons of the genome sequences of six Saccharomyces species"
chr7,YGR042W,YGR042W,CDS,34,Putative protein of unknown function  involved in maintenance of proper telomere length  green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus
chr4,YDR127W,ARO1,CDS,34,"Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids"
chr10,YJR116W,YJR116W,CDS,34,Putative protein of unknown function
chr7,YGR084C,MRP13,CDS,34,Mitochondrial ribosomal protein of the small subunit
chr16,YPL221W,YPL221W,CDS,34,Putative FAD transporter  required for uptake of FAD into endoplasmic reticulum  involved in cell wall maintenance
chr3,YCR092C,MSH3,CDS,34,"Mismatch repair protein, forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability"
chr5,YER157W,COG3,CDS,34,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
chr14,YNR049C,MSO1,CDS,34,"Probable component of the secretory vesicle docking complex, acts at a late step in secretion  shows genetic and physical interactions with Sec1p and is enriched in microsomal membrane fractions  required for sporulation"
chr12,YLR330W,CHS5,CDS,34,"Component of the exomer complex, which also contains Csh6p, Bch1p, Bch2p, and Bud7p and is involved in export of selected proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane"
chr8,YHL010C,YHL010C,CDS,34,"Putative protein of unknown function, contains a zinc finger region and has homology to human BRAP2, which is a cytoplasmic protein that binds nuclear localization sequences"
chr16,YPR006C,ICL2,CDS,34,"2-methylisocitrate lyase of the mitochondrial matrix, functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate  ICL2 transcription is repressed by glucose and induced by ethanol"
chr15,YOR158W,PET123,CDS,34,"Mitochondrial ribosomal protein of the small subunit  PET123 exhibits genetic interactions with PET122, which encodes a COX3 mRNA-specific translational activator"
chr12,YLR090W,XDJ1,CDS,34,"Putative chaperone, homolog of E. coli DnaJ, closely related to Ydj1p  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr9,YIL068C,SEC6,CDS,34,"Essential 88kDa subunit of the exocyst complex, which mediates polarized targeting of secretory vesicles to active sites of exocytosis  dimeric form of Sec6p interacts with Sec9p in vitro and inhibits t-SNARE assembly"
chr11,YKL146W,AVT3,CDS,34,"Vacuolar transporter, exports large neutral amino acids from the vacuole  member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
chr2,YBR080C,SEC18,CDS,34,ATPase required for the release of Sec17p during the 'priming' step in homotypic vacuole fusion and for ER to Golgi transport  homolog of the mammalian NSF
chr13,YMR285C,NGL2,CDS,34,Protein involved in 5.8S rRNA processing  Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E  similar to Ngl1p and Ngl3p
chr9,YIL038C,NOT3,CDS,34,"Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation"
chr3,YCR053W,THR4,CDS,34,"Threonine synthase, conserved protein that catalyzes formation of threonine from 0-phosphohomoserine  expression is regulated by the GCN4-mediated general amino acid control pathway"
chr3,YCL032W,STE50,CDS,34,"Protein involved in mating response, invasive/filamentous growth, and osmotolerance, acts as an adaptor that links G protein-associated Cdc42p-Ste20p complex to the effector Ste11p to modulate signal transduction"
chr16,YPR188C,MLC2,CDS,34,"Regulatory light chain for the type II myosin, Myo1p  binds to an IQ motif of Myo1p, localization to the bud neck depends on Myo1p  involved in the disassembly of the Myo1p ring"
chr13,YMR287C,MSU1,CDS,34,"3'-5' exoribonuclease, component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p  the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs"
chr15,YOL068C,HST1,CDS,34,NAD(+)-dependent histone deacetylase  essential subunit of the Sum1p/Rfm1p/Hst1p complex required for ORC-dependent silencing and mitotic repression  non-essential subunit of the Set3C deacetylase complex  involved in telomere maintenance
chr7,YGL085W,YGL085W,CDS,34,"Putative protein of unknown function, has homology to Staphylococcus aureus nuclease  green fluorescent protein (GFP)-fusion protein localizes to mitochondria and is induced in response to the DNA-damaging agent MMS"
chr4,YDR484W,VPS52,CDS,34,"Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi  involved in localization of actin and chitin"
chr5,YER031C,YPT31,CDS,34,"GTPase of the Ypt/Rab family, very similar to Ypt32p  involved in the exocytic pathway  mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi"
chr6,YFR043C,YFR043C,CDS,34,Putative protein of unknown function  null mutant displays increased levels of spontaneous Rad52p foci
chr11,YKL063C,YKL063C,CDS,34,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the Golgi
chr15,YOR249C,APC5,CDS,34,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
chr9,YIL122W,POG1,CDS,34,Putative transcriptional activator that promotes recovery from pheromone induced arrest  inhibits both alpha-factor induced G1 arrest and repression of CLN1 and CLN2 via SCB/MCB promoter elements  potential Cdc28p substrate  SBF regulated
chr2,YBR044C,TCM62,CDS,34,Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex  putative chaperone
chr5,YER072W,VTC1,CDS,34,"Vacuolar transporter chaperon (VTC) involved in distributing V-ATPase and other membrane proteins  together with other VTC proteins, forms a heterotetrameric complex that associates with the SNARE Nyv1p and the V0 sector of the V-ATPase"
chr14,YNL281W,HCH1,CDS,34,Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity  originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation  GFP-fusion protein localizes to the cytoplasm and nucleus
chr5,YER013W,PRP22,CDS,34,"DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase, associates with lariat intermediates before the second catalytic step of splicing  mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes"
chr9,YIL050W,PCL7,CDS,34,"Pho85p cyclin of the Pho80p subfamily, forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p  involved in glycogen metabolism, expression is cell-cycle regulated"
chr14,YNL049C,SFB2,CDS,34,"Probable component of COPII coated vesicles that binds to Sec23p  similar to and functionally redundant with Sec24p, but expressed at low levels  involved in ER to Golgi transport and in autophagy"
chr12,YLR277C,YSH1,CDS,34,"Putative endoribonuclease, subunit of the mRNA cleavage and polyadenylation specificity complex required for 3' processing of mRNAs"
chr10,YJR042W,NUP85,CDS,34,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), required for assembly of the subcomplex and also for formation of the nucleocytoplasmic Gsp1p concentration gradient that plays a role in nuclear trafficking"
chr4,YDR018C,YDR018C,CDS,34,"Probable membrane protein with three predicted transmembrane domains  homologous to Ybr042cp, similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase  null exhibits no apparent phenotype"
chr2,YBR131W,CCZ1,CDS,34,"Protein involved in vacuolar assembly, essential for autophagy and the cytoplasm-to-vacuole pathway"
chr2,YBR233W,PBP2,CDS,34,"RNA binding protein with similarity to mammalian heterogeneous nuclear RNP K protein, involved in the regulation of telomere position effect and telomere length"
chr14,YNR010W,CSE2,CDS,34,Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  component of the Med9/10 module  required for regulation of RNA polymerase II activity
chr16,YPR140W,TAZ1,CDS,34,"Lyso-phosphatidylcholine acyltransferase, required for normal phospholipid content of mitochondrial membranes  may remodel acyl groups of cardiolipin in the inner membrane  human ortholog tafazzin is implicated in Barth syndrome"
chr8,YHR132C,ECM14,CDS,34,"Putative metalloprotease with similarity to the zinc carboxypeptidase family, required for normal cell wall assembly"
chr14,YNR040W,YNR040W,CDS,34,"Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
chr2,YBL036C,YBL036C,CDS,34,"Single-domain racemase, possibly non-specific due to the lack of the second domain, which presumably determines specificity  GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS"
chr15,YOR238W,YOR238W,CDS,34,Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
chr16,YPL176C,YPL176C,CDS,34,Plasma membrane protein that binds to Bsd2p and regulates ubiquitylation and vacuolar degradation of the metal transporter Smf1p  function is redundant with that of Tre2p  has similarity to transferrin receptors
chr15,YOL088C,MPD2,CDS,34,"Member of the protein disulfide isomerase (PDI) family, exhibits chaperone activity  overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions  undergoes oxidation by Ero1p"
chr10,YJL045W,YJL045W,CDS,34,"Minor succinate dehydrogenase isozyme  homologous to Sdh1p, the major isozyme reponsible for the oxidation of succinate and transfer of electrons to ubiquinone  induced during the diauxic shift in a Cat8p-dependent manner"
chr13,YML115C,VAN1,CDS,34,"Component of the mannan polymerase I, which contains Van1p and Mnn9p and is involved in the first steps of mannan synthesis  mutants are vanadate-resistant"
chr13,YMR264W,CUE1,CDS,34,Endoplasmic reticulum membrane protein that recruits the ubiquitin-conjugating enzyme Ubc7p to the ER where it functions in protein degradation  contains a CUE domain that binds ubiquitin to facilitate intramolecular monoubiquitination
chr7,YGL124C,MON1,CDS,34,"Protein required for fusion of cvt-vesicles and autophagosomes with the vacuole  associates, as a complex with Ccz1p, with a perivacuolar compartment  potential Cdc28p substrate"
chr1,YAR028W,YAR028W,CDS,34,"Putative integral membrane protein, member of DUP240 gene family  GFP-fusion protein is induced in response to the DNA-damaging agent MMS"
chr9,YIR035C,YIR035C,CDS,34,Putative cytoplasmic protein of unknown function
chr7,YGR287C,YGR287C,CDS,34,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments  has similarity to alpha-D-glucosidase (maltase)  authentic, non-tagged protein detected in purified mitochondria in high-throughput studies"
chr2,YBR188C,NTC20,CDS,34,"Member of a complex, including Prp19p, that binds to the spliceosome  required for pre-mRNA splicing"
